"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
19840,2428,"Mountain",12,18,28-SEP-01,04-OCT-01,07-OCT-01,87295,51512,89097,"Welded",2,"Annie Petty","Flash",2,46583,59.2,42.29,71,73,3801.7,3800,190,"ID",70,121.7,3180
19841,2867,"Mountain",12,14.5,17-DEC-01,24-DEC-01,30-DEC-01,51512,76432,29387,"TIG Welded",2,"Dean Thomas","Script",2,89097,53.7,42.29,70.5,73.5,3836.2,3830,277.68,"CA",70,156.2,3180
19842,3197,"Mountain",6,16.5,20-NOV-01,26-NOV-01,04-DEC-01,29387,87295,51512,"TIG Welded",2,"Anna Runner","Script",4013,98766,58.2,42.29,70.5,73,3192.56,3190,159.5,"WI",70,189.56,2503
19843,6349,"Mountain full",9,18,27-NOV-01,03-DEC-01,06-DEC-01,51512,29387,89097,"TIG Welded",2,"Wallace Vance","English",2,89097,59.2,42.29,71,73,3465.46,3460,155.7,"VA",70,462.46,2503
19844,4111,"Mountain",11,16.5,30-OCT-01,03-NOV-01,10-NOV-01,29387,76432,51512,"TIG Welded",2,"Marion Petty","Script",2,89097,58.2,42.29,70.5,73,2736.56,2730,163.8,"TN",70,189.56,2047
19845,9986,"Mountain full",8,21,24-SEP-01,27-SEP-01,29-SEP-01,89097,51512,89097,"TIG Welded",2,"Carol Newman","English",2,51512,59.79,42.4,71,73,2425.43,2420,175.45,"CA",70,190.43,1735
19846,3378,"Mountain full",12,14.5,27-OCT-01,05-NOV-01,12-NOV-01,29387,87295,89097,"Welded",2,"Nancy Hooper","Flash",2,34192,53.7,42.29,70.5,73.5,2658.58,2650,225.25,"NY",70,111.58,2047
19847,8603,"Mountain full",12,16.5,30-DEC-01,08-JAN-02,12-JAN-02,89097,87295,89097,"Welded",2,"Charlotte Yates","Roman",1,29387,58.2,42.29,70.5,73,2665.48,2660,166.25,"TX",70,118.48,2047
19848,17282,"Mountain full",6,16.5,23-NOV-01,01-DEC-01,03-DEC-01,87295,76432,89097,"TIG Welded",2,"Tony Parrish","Flash",2,87295,58.2,42.29,70.5,73,3168.87,3160,229.1,"CA",70,165.87,2503
19849,4846,"Mountain",2,16.5,11-NOV-01,19-NOV-01,23-NOV-01,51512,51512,29387,"TIG Welded",2,"Cheryl Hull","Roman",2,51512,58.2,42.29,70.5,73,2997.21,2990,179.4,"CT",70,450.21,2047
19850,6458,"Mountain",12,14.5,27-DEC-01,31-DEC-01,07-JAN-02,51512,51512,93736,"TIG Welded",2,"Courtney White","Block",1,29387,53.7,42.29,70.5,73.5,4126.3,4120,185.4,"VA",70,446.3,3180
19851,17078,"Mountain full",9,18,30-SEP-01,08-OCT-01,10-OCT-01,51512,51512,89097,"TIG Welded",2,"Dallas Alexander","Flash",1,87295,59.2,42.29,71,73,3033.8,3030,0,"PA",70,486.8,2047
19852,11358,"Mountain full",1,14.5,22-NOV-01,28-NOV-01,30-NOV-01,51512,76432,15293,"TIG Welded",2,"Vern Pratt","Script",2,89097,53.7,42.29,70.5,73.5,2993.3,2990,186.88,"TX",70,446.3,2047
19853,12289,"Mountain",6,19.5,29-NOV-01,01-DEC-01,05-DEC-01,87295,51512,93736,"TIG Welded",2,"Lou Ann Cherry","English",2,29387,59.29,42.29,71,73,3189.04,3180,159,"MD",70,186.04,2503
19854,10973,"Mountain",9,18,23-OCT-01,29-OCT-01,01-NOV-01,87295,89097,51512,"Bonded",2,"Kenny Ramsey","Script",2,87295,59.2,42.29,71,73,3234.23,3230,0,"AR",70,231.23,2503
19855,17465,"Mountain full",7,18,09-OCT-01,16-OCT-01,18-OCT-01,87295,51512,89097,"TIG Welded",2,"Kirby Pace","Script",2,89097,59.2,42.29,71,73,2429.72,2420,157.3,"MN",70,194.72,1735
19856,3329,"Mountain full",9,14.5,30-DEC-01,31-DEC-01,08-JAN-02,51512,51512,51512,"TIG Welded",2,"Rachel Carver","Roman",1,89097,53.7,42.29,70.5,73.5,2391.2,2390,173.28,"CA",70,156.2,1735
19857,10949,"Mountain full",10,19.5,27-NOV-01,29-NOV-01,03-DEC-01,87295,37453,29387,"TIG Welded",2,"Penny Proctor","Script",1,89097,59.29,42.29,71,73,3878.44,3870,251.55,"WA",70,198.44,3180
19858,10818,"Mountain full",2,14.5,28-NOV-01,03-DEC-01,05-DEC-01,29387,87295,89097,"TIG Welded",2,"Brian Zeller","Roman",2,46583,53.7,42.29,70.5,73.5,3847.36,3840,0,"PA",70,167.36,3180
19859,9018,"Mountain full",12,16.5,08-DEC-01,08-DEC-01,10-DEC-01,89097,76432,51512,"TIG Welded",2,"Diane Vincent","Flash",4229,98766,58.2,42.29,70.5,73,3857.71,3850,279.13,"CA",70,177.71,3180
19860,1383,"Mountain",7,18,17-DEC-01,26-DEC-01,28-DEC-01,15293,87295,89097,"Bonded",2,"Bessie Rector","Block",1,87295,59.2,42.29,71,73,2790.4,2790,111.6,"AL",70,243.4,2047
19861,11010,"Mountain",7,14.5,26-NOV-01,28-NOV-01,30-NOV-01,51512,87295,51512,"Bonded",2,"Patrick Riley","Block",2,89097,53.7,42.29,70.5,73.5,2853.83,2850,185.25,"NV",70,306.83,2047
19862,5705,"Mountain",11,19.5,20-OCT-01,22-OCT-01,24-OCT-01,29387,37453,89097,"Welded",2,"Patrick Chung","English",2,15293,59.29,42.29,71,73,3804.03,3800,190,"WI",70,124.03,3180
19863,10838,"Mountain full",3,18,12-NOV-01,16-NOV-01,19-NOV-01,15293,37453,51512,"TIG Welded",2,"Barbara Morgan","Script",2,89097,59.2,42.29,71,73,2686.95,2680,194.3,"CA",70,139.95,2047
19864,2876,"Mountain full",10,18,26-OCT-01,29-OCT-01,06-NOV-01,87295,76432,29387,"Welded",2,"Brandy Oliver","English",2,34192,59.2,42.29,71,73,2356.7,2350,146.88,"TX",70,121.7,1735
19865,10556,"Mountain",11,19.5,02-OCT-01,04-OCT-01,09-OCT-01,51512,51512,15293,"Bonded",2,"Rodney Wheeler","English",2,46583,59.29,42.29,71,73,4021.07,4020,241.2,"NJ",70,341.07,3180
12807,11186,"Mountain full",10,18,29-NOV-00,23-DEC-00,25-DEC-00,87295,37453,51512,"TIG Welded",2,"Leon Hull","Roman",2,98766,59.2,42.3,71,73,2715.52,2710,135.5,"OH",80,152.13,2180
12808,11187,"Mountain",12,21,06-AUG-00,21-SEP-00,28-SEP-00,87295,37453,29387,"Bonded",2,"Simon Ervin","English",2,87295,59.8,42.4,71,73,3720.6,3720,316.2,"NY",80,349.11,3041
12809,11188,"Mountain",14,14.5,21-JUL-00,06-SEP-00,14-SEP-00,15293,15293,87295,"TIG Welded",2,"Richard Sadler","English",2,34192,53.7,42.3,70.5,73.5,2692.89,2690,228.65,"NY",80,128.31,2180
12810,11189,"Mountain full",9,18,25-OCT-00,28-NOV-00,05-DEC-00,89097,87295,89097,"Welded",2,"Marion Lehman","Script",2,46583,59.2,42.3,71,73,3504.56,3500,218.75,"TX",80,121.7,3041
12811,11190,"Mountain",10,16.5,17-JAN-00,06-APR-00,13-APR-00,29387,76432,87295,"TIG Welded",2,"Vicky Hamilton","Roman",1,89097,58.2,42.3,70.5,73,2700.44,2700,168.75,"TX",80,136.25,2180
12812,11191,"Mountain",9,21,29-JUN-00,16-AUG-00,18-AUG-00,89097,76432,51512,"TIG Welded",2,"Michael Simmons","Script",2,29387,59.8,42.4,71,73,3053.41,3050,183,"WV",80,507.8,2180
12813,11192,"Mountain",14,19.5,02-AUG-00,16-SEP-00,18-SEP-00,51512,51512,51512,"TIG Welded",2,"Nadine Saltsman","English",2,89097,59.3,42.3,71,73,3836.69,3830,191.5,"MA",80,471.3,3041
12814,11193,"Mountain",11,14.5,06-JAN-00,29-MAR-00,03-APR-00,51512,76432,12512,"TIG Welded",2,"Chad Samuels","Flash",1,87295,53.7,42.3,70.5,73.5,2740.59,2740,137,"WI",80,178.52,2180
12815,11194,"Mountain",11,18,19-SEP-00,28-OCT-00,02-NOV-00,51512,87295,12512,"Bonded",2,"Christine Pickett","English",2,98766,59.2,42.3,71,73,3706.9,3700,185,"AZ",80,334.68,3041
12816,11195,"Mountain",6,18,01-MAR-00,13-MAY-00,20-MAY-00,29387,29387,15293,"TIG Welded",2,"Herman Olson","English",2,29387,59.2,42.3,71,73,2755.98,2750,178.75,"NV",80,194.72,2180
12817,11196,"Mountain",7,18,06-JUL-00,23-AUG-00,27-AUG-00,29387,76432,29387,"TIG Welded",2,"Gayle Buchanon","Script",2,98766,59.2,42.3,71,73,3573.93,3570,258.83,"CA",80,194.72,3041
12818,11197,"Mountain",6,16.5,22-JUL-00,06-SEP-00,13-SEP-00,51512,89097,51512,"TIG Welded",2,"Gertrude Powell","Roman",5748,89097,58.2,42.3,70.5,73,2711.69,2710,135.5,"VT",80,148.09,2180
12819,11198,"Mountain full",7,16.5,24-JUL-00,08-SEP-00,16-SEP-00,87295,76432,89097,"Bonded",2,"David Kidd","Flash",2,51512,58.2,42.3,70.5,73,3614.05,3610,225.63,"IL",80,236.95,3041
12820,11199,"Mountain full",6,16.5,17-OCT-00,21-NOV-00,27-NOV-00,29387,76432,87295,"TIG Welded",2,"Connie Cummings","Script",2,87295,58.2,42.3,70.5,73,2728.58,2720,163.2,"NJ",80,165.87,2180
12821,11200,"Mountain",12,16.5,04-FEB-00,20-APR-00,22-APR-00,29387,76432,93736,"TIG Welded",2,"Dwight Harris","Roman",2,29387,58.2,42.3,70.5,73,2998.7,2990,216.78,"CA",80,450.21,2180
12822,11201,"Mountain full",14,16.5,22-NOV-00,16-DEC-00,23-DEC-00,89097,89097,29387,"TIG Welded",2,"Henry Hansen","Roman",2,29387,58.2,42.3,70.5,73,1868.24,1860,134.85,"CA",80,136.25,1304
12823,11202,"Mountain",13,19.5,26-APR-00,27-JUN-00,05-JUL-00,51512,37453,29387,"Bonded",2,"Cindy Hooper","English",2,51512,59.3,42.3,71,73,2794.87,2790,174.38,"TX",80,235.65,2180
12824,11203,"Mountain full",12,18,25-AUG-00,07-OCT-00,09-OCT-00,87295,87295,12512,"Bonded",2,"Conrad Hood","Flash",2,89097,59.2,42.3,71,73,2773.33,2770,138.5,"MD",80,212.98,2180
12825,11204,"Mountain",7,19.5,27-APR-00,28-JUN-00,02-JUL-00,89097,15293,15293,"Bonded",2,"Vern Page","English",2,51512,59.3,42.3,71,73,2794.87,2790,174.38,"TX",80,235.65,2180
12826,11205,"Mountain",13,18,25-FEB-00,08-MAY-00,10-MAY-00,29387,29387,89097,"Bonded",2,"Preston Baldwin","English",2,87295,59.2,42.3,71,73,1941.13,1940,116.4,"NC",80,212.98,1304
12827,11206,"Mountain",14,21,04-JAN-00,28-MAR-00,30-MAR-00,89097,15293,29387,"TIG Welded",2,"Kevin Maynard","Script",2,34192,59.8,42.4,71,73,3557.79,3550,301.75,"NY",80,177.73,3041
12828,11207,"Mountain",14,21,31-DEC-99,23-MAR-00,26-MAR-00,51512,51512,51512,"Bonded",2,"Stan Chen","Flash",2,29387,59.8,42.4,71,73,3600,3600,261,"CA",80,222.16,3041
12829,11208,"Mountain full",1,18,12-APR-00,15-JUN-00,19-JUN-00,29387,76432,89097,"TIG Welded",2,"Gina Lamb","English",2,34192,59.2,42.3,71,73,3521.9,3520,176,"MA",80,139.95,3041
12830,11209,"Mountain",9,16.5,17-MAR-00,27-MAY-00,01-JUN-00,29387,76432,15293,"Bonded",2,"Wayne Fuller","Script",2,87295,58.2,42.3,70.5,73,2796.1,2790,174.38,"IL",80,236.95,2180
12831,11210,"Mountain full",12,14.5,12-APR-00,15-JUN-00,17-JUN-00,89097,37453,51512,"TIG Welded",2,"Doris Holland","Roman",2,34192,53.7,42.3,70.5,73.5,2719.39,2710,135.5,"NM",80,156.2,2180
12832,11211,"Mountain full",11,19.5,04-MAR-00,15-MAY-00,17-MAY-00,51512,76432,87295,"TIG Welded",2,"Ruby Elliott","Roman",2,51512,59.3,42.3,71,73,3042.3,3040,152,"SC",80,496.1,2180
12833,11212,"Mountain",10,19.5,25-JUN-00,14-AUG-00,17-AUG-00,87295,87295,93736,"TIG Welded",2,"Martin Sanders","English",1,34192,59.3,42.3,71,73,2759.52,2750,165,"NJ",80,198.44,2180
12834,11213,"Mountain",10,18,06-NOV-00,05-DEC-00,07-DEC-00,51512,89097,15293,"TIG Welded",2,"Asao West","Roman",1,51512,59.2,42.3,71,73,3828.29,3820,324.7,"NY",80,462.46,3041
12835,11214,"Mountain",3,16.5,08-AUG-00,22-SEP-00,28-SEP-00,89097,29387,15293,"TIG Welded",2,"Jahala Kinser","English",2,89097,58.2,42.3,70.5,73,2739.82,2730,170.63,"TX",80,177.71,2180
12836,11215,"Mountain",2,16.5,28-AUG-00,11-OCT-00,15-OCT-00,51512,76432,93736,"Welded",2,"Garlan Givens","Roman",1,87295,58.2,42.3,70.5,73,3501.51,3500,253.75,"CA",80,118.48,3041
12838,11217,"Mountain full",9,21,14-AUG-00,27-SEP-00,02-OCT-00,15293,51512,51512,"Bonded",2,"Jesse Latham","Script",2,29387,59.8,42.4,71,73,2800.15,2800,238,"NY",80,241.21,2180
12839,11218,"Mountain",2,16.5,20-NOV-00,14-DEC-00,16-DEC-00,29387,76432,93736,"TIG Welded",2,"Golda Froedge","Roman",1,46583,58.2,42.3,70.5,73,3021.21,3020,218.95,"CA",80,473.9,2180
12840,11219,"Mountain",12,16.5,19-MAY-00,17-JUL-00,19-JUL-00,87295,51512,89097,"TIG Welded",2,"Tim Ward","Roman",1,89097,58.2,42.3,70.5,73,2700.44,2700,135,"MA",80,136.25,2180
12841,11220,"Mountain full",6,16.5,26-APR-00,27-JUN-00,05-JUL-00,87295,89097,87295,"Bonded",2,"Grayson Harris","English",127,51512,58.2,42.3,70.5,73,2880.52,2880,144,"WI",80,325.81,2180
12842,11221,"Mountain",7,16.5,20-JUN-00,10-AUG-00,17-AUG-00,29387,76432,89097,"TIG Welded",2,"Byron Cash","Roman",2,98766,58.2,42.3,70.5,73,2700.44,2700,168.75,"TX",80,136.25,2180
12844,11223,"Mountain full",12,16.5,30-APR-00,30-JUN-00,07-JUL-00,87295,37453,29387,"Bonded",2,"Emmitt Fisher","Flash",2,15293,58.2,42.3,70.5,73,2796.1,2790,167.4,"KY",80,236.95,2180
12845,11224,"Mountain full",8,18,21-JUL-00,05-SEP-00,07-SEP-00,87295,37453,51512,"TIG Welded",2,"Crystal Duncan","Roman",2,34192,59.2,42.3,71,73,3851.41,3850,162.66,"MO",80,486.8,3041
12846,11225,"Mountain full",2,16.5,08-JAN-00,30-MAR-00,01-APR-00,29387,37453,89097,"TIG Welded",2,"Howard DeVore","Flash",2,87295,58.2,42.3,70.5,73,1896.38,1890,94.5,"MD",80,165.87,1304
12847,11226,"Mountain full",3,18,14-SEP-00,25-OCT-00,27-OCT-00,29387,87295,51512,"TIG Welded",2,"Pierre Hanes","Block",1245,46583,59.2,42.3,71,73,3851.41,3850,279.13,"CA",80,486.8,3041
12848,11227,"Mountain full",10,16.5,16-SEP-00,27-OCT-00,31-OCT-00,87295,51512,29387,"TIG Welded",2,"Dewey Tuck","English",2,51512,58.2,42.3,70.5,73,3557.77,3550,257.38,"CA",80,177.71,3041
12849,11228,"Mountain full",1,19.5,17-JAN-00,07-APR-00,11-APR-00,29387,15293,51512,"TIG Welded",2,"Orville Sharp","Flash",2,29387,59.3,42.3,71,73,2735.96,2730,163.8,"CT",80,173.64,2180
12851,11230,"Mountain",3,21,04-AUG-00,18-SEP-00,25-SEP-00,87295,29387,29387,"TIG Welded",2,"Chandler Kajka","English",2,29387,59.8,42.4,71,73,2763.96,2760,165.6,"NJ",80,203.12,2180
12852,11231,"Mountain full",14,19.5,15-JAN-00,04-APR-00,06-APR-00,89097,87295,15293,"Welded",2,"Cal Massey","Script",2,29387,59.3,42.3,71,73,3506.78,3500,253.75,"CA",80,124.03,3041
12853,11232,"Mountain full",3,18,28-MAR-00,06-JUN-00,12-JUN-00,51512,37453,12512,"Bonded",2,"Joe Monroe","Flash",1,46583,59.2,42.3,71,73,2888.95,2880,0,"AR",80,334.68,2180
12854,11233,"Mountain",10,16.5,16-AUG-00,29-SEP-00,03-OCT-00,51512,15293,87295,"TIG Welded",2,"Nick Shaw","English",2,29387,58.2,42.3,70.5,73,2728.58,2720,190.4,"MS",80,165.87,2180
12855,11234,"Mountain full",11,19.5,25-AUG-00,07-OCT-00,09-OCT-00,29387,29387,51512,"Bonded",2,"Alma Warden","English",2,46583,59.3,42.3,71,73,2794.87,2790,0,"OR",80,235.65,2180
13622,12001,"Race",12,58,25-JUL-00,09-SEP-00,13-SEP-00,87295,87295,12512,"TIG Welded",2,"Agnes York","English",2,15293,57,41.2,73.7,73,4519.26,4510,270.6,"FL",80,828.8,3402
13623,12002,"Road",8,50,22-JAN-00,11-APR-00,13-APR-00,51512,89097,29387,"TIG Welded",2,"Damon Grimes","Flash",2,15293,53,41.5,73,73.5,2336.08,2330,168.93,"CA",80,294.72,1638
13624,12003,"Road",10,54,29-SEP-00,06-NOV-00,12-NOV-00,29387,29387,12512,"TIG Welded",2,"Dustin North","Roman",1,87295,55,41.5,73.5,73.5,1917.89,1910,162.35,"NY",80,225.52,1267
13625,12004,"Race",15,58,14-JUL-00,29-AUG-00,01-SEP-00,87295,29387,15293,"Bonded",2,"Ernest O'Connor","Flash",1,46583,57,41.2,73.7,73,2337.68,2330,168.93,"CA",80,414.4,1520
13626,12005,"Road",9,58,29-JUN-00,17-AUG-00,22-AUG-00,15293,89097,15293,"Welded",2,"Alice Gillespie","Roman",2,51512,57,41.5,73.5,73.5,2923.45,2920,248.2,"NY",80,208,2343
13628,12007,"Road",12,58,20-MAR-00,30-MAY-00,03-JUN-00,87295,29387,93736,"Bonded",2,"Hazel Vaughn","English",2,89097,57,41.5,73.5,73.5,2098.85,2090,104.5,"OH",80,416,1267
13629,12008,"Road",9,54,18-DEC-00,06-JAN-01,08-JAN-01,51512,87295,89097,"TIG Welded",2,"Ruby Evans","Flash",2,89097,55,41.5,73.5,73.5,3964.77,3960,287.1,"CA",80,245.13,3402
13630,12009,"Road",10,60,21-JUL-00,05-SEP-00,12-SEP-00,29387,29387,89097,"TIG Welded",2,"Kimberly Petty","Roman",2,87295,57,41.5,73.5,73.5,2227.96,2220,144.3,"WA",80,298.9,1520
13631,12010,"Race",10,58,26-APR-00,26-JUN-00,01-JUL-00,51512,87295,87295,"Bonded",2,"Marshall Wells","Roman",2,46583,57,41.2,73.7,73,4076.37,4070,264.55,"NV",80,362.6,3402
13632,12011,"Road",7,54,04-JUL-00,21-AUG-00,27-AUG-00,51512,76432,93736,"Bonded",2,"Grayson Parrish","English",2,51512,55,41.5,73.5,73.5,2969.24,2960,251.6,"NY",80,392.2,2207
13633,12012,"Race",6,62,19-NOV-00,13-DEC-00,15-DEC-00,29387,29387,87295,"Bonded",2,"Phyllis Vincent","Flash",2,34192,59,41.2,74,72.5,3296.42,3290,131.6,"AL",80,600.6,2343
13634,12013,"Race",9,54,13-NOV-00,08-DEC-00,10-DEC-00,29387,76432,29387,"TIG Welded",2,"Louis Lamb","Flash",2634,87295,54.5,41,73,74,2811,2810,140.5,"MD",80,225.63,2207
13635,12014,"Road",14,60,03-NOV-00,02-DEC-00,04-DEC-00,51512,87295,87295,"Bonded",2,"Rufus Cardwell","English",2,34192,57,41.5,73.5,73.5,4117.27,4110,205.5,"MA",80,405.65,3402
13636,12015,"Race",8,54,30-OCT-00,29-NOV-00,06-DEC-00,89097,37453,29387,"Bonded",2,"Lessie Clark","Block",1,29387,54.5,41,73,74,2316.78,2310,115.5,"SC",80,392.4,1520
13637,12016,"Road",14,56,17-AUG-00,30-SEP-00,07-OCT-00,87295,51512,89097,"Bonded",2,"Duane Weaver","Flash",2,89097,55,41.5,73.5,73.5,2582.26,2580,129,"WI",80,553.85,1638
13638,12017,"Race",6,58,22-AUG-00,04-OCT-00,08-OCT-00,87295,29387,15293,"Bonded",2,"Darcy Warden","Roman",2,34192,57,41.2,73.7,73,2400.57,2400,0,"AR",80,362.6,1638
13639,12018,"Race",14,54,11-JAN-00,01-APR-00,04-APR-00,51512,37453,15293,"TIG Welded",2,"Marion Logan","Roman",2,51512,54.5,41,73,74,2894.87,2890,180.63,"IL",80,313.92,2207
13640,12019,"Race",11,52,30-SEP-00,07-NOV-00,09-NOV-00,29387,51512,29387,"TIG Welded",2,"Todd Jernigan","Block",2,29387,52.7,40.7,72.5,75,3451.65,3450,215.63,"IL",80,764,2343
13642,12021,"Road",3,60,14-NOV-00,09-DEC-00,11-DEC-00,51512,37453,29387,"TIG Welded",2,"Harold Reasoner","Flash",5829,51512,57,41.5,73.5,73.5,1936.9,1930,125.45,"NV",80,245.53,1267
13643,12022,"Race",9,56,22-SEP-00,31-OCT-00,04-NOV-00,51512,89097,12512,"TIG Welded",2,"Elaine McDougal","English",2,15293,56,41,73.7,73.5,2946.32,2940,213.15,"CA",80,232.07,2343
13645,12024,"Race",8,60,08-FEB-00,24-APR-00,29-APR-00,15293,15293,51512,"TIG Welded",2,"Ronald Hudson","Flash",2,29387,58,41.2,74,73,2176.92,2170,97.65,"VA",80,245.18,1520
13646,12025,"Race",13,56,20-SEP-00,30-OCT-00,02-NOV-00,87295,87295,29387,"Welded",2,"Agnes Warden","Roman",2,15293,56,41,73.7,73.5,2917.56,2910,210.98,"CA",80,201.8,2343
13647,12026,"Race",15,56,29-JAN-00,14-APR-00,16-APR-00,87295,37453,15293,"TIG Welded",2,"Anita Fowler","Flash",2,87295,56,41,73.7,73.5,2324.49,2320,197.2,"NY",80,282.52,1638
13648,12027,"Road",8,52,12-SEP-00,23-OCT-00,28-OCT-00,15293,87295,51512,"Bonded",2,"Bryce Pickett","Roman",2,51512,53,41.5,73,73.5,3220.92,3220,233.45,"CA",80,521.13,2343
13649,12028,"Race",6,52,13-MAY-00,11-JUL-00,13-JUL-00,87295,37453,29387,"Bonded",2,"Clive Perkins","Flash",2,87295,52.7,40.7,72.5,75,2419,2410,120.5,"MA",80,382,1638
13650,12029,"Road",11,50,30-JUL-00,14-SEP-00,16-SEP-00,29387,87295,87295,"Welded",2,"Kaye Vaughn","Flash",1,98766,53,41.5,73,73.5,1878.64,1870,93.5,"WI",80,184.2,1267
13651,12030,"Race",10,58,07-JUL-00,24-AUG-00,26-AUG-00,51512,51512,89097,"Bonded",2,"Pierre Davidson","Roman",2,34192,57,41.2,73.7,73,2970.65,2970,193.05,"WA",80,393.68,2207
13652,12031,"Race",3,54,24-NOV-00,18-DEC-00,24-DEC-00,87295,87295,87295,"TIG Welded",2,"Neal Morris","Flash",2,51512,54.5,41,73,74,3342.21,3340,208.75,"TX",80,784.8,2207
13653,12032,"Road",3,58,05-DEC-00,27-DEC-00,30-DEC-00,87295,51512,93736,"TIG Welded",2,"Lillie Fowler","Block",2,98766,57,41.5,73.5,73.5,2823.89,2820,126.9,"VA",80,239.2,2207
13654,12033,"Race",12,60,18-MAR-00,29-MAY-00,02-JUN-00,87295,37453,15293,"Bonded",2,"Lou Ann Neal","Script",1,34192,58,41.2,74,73,3130.93,3130,195.63,"UT",80,426.4,2343
13655,12034,"Road",2,47,10-SEP-00,20-OCT-00,22-OCT-00,87295,76432,12512,"TIG Welded",2,"Chris Bell","Block",4399,87295,51.7,41.5,72.5,73.5,2578.1,2570,154.2,"FL",80,667.47,1520
13656,12035,"Race",15,60,23-JUL-00,07-SEP-00,09-SEP-00,29387,37453,93736,"TIG Welded",2,"Kevin Mann","Roman",2,46583,58,41.2,74,73,3964.82,3960,287.1,"CA",80,245.18,3402
13657,12036,"Road",3,54,03-JAN-00,27-MAR-00,03-APR-00,51512,37453,87295,"Bonded",2,"Crystal Moore","Roman",2,51512,55,41.5,73.5,73.5,4057.92,4050,243,"TN",80,343.18,3402
13658,12037,"Race",9,56,16-OCT-00,20-NOV-00,22-NOV-00,29387,29387,87295,"TIG Welded",2,"Anthony Poole","English",5205,46583,56,41,73.7,73.5,2250.74,2250,90,"AL",80,322.88,1520
13659,12038,"Road",7,62,28-SEP-00,04-NOV-00,09-NOV-00,87295,51512,89097,"Welded",2,"Claudia Williams","English",2,87295,58.5,41.5,74,73.5,3940.71,3940,285.65,"CA",80,219.8,3402
13660,12039,"Road",3,47,02-OCT-00,07-NOV-00,13-NOV-00,87295,15293,93736,"Bonded",2,"Christine Adams","Flash",2,46583,51.7,41.5,72.5,73.5,3184.74,3180,230.55,"CA",80,483.04,2343
13661,12040,"Road",3,52,22-DEC-00,10-JAN-01,17-JAN-01,87295,89097,51512,"TIG Welded",2,"Derek Carrow","Script",2,87295,53,41.5,73,73.5,2196.04,2190,142.35,"MN",80,265.3,1520
13662,12041,"Road",11,60,31-MAR-00,07-JUN-00,09-JUN-00,89097,51512,93736,"TIG Welded",2,"Marsha Ervin","Roman",2,46583,57,41.5,73.5,73.5,3030.09,3030,219.68,"CA",80,320.25,2343
13663,12042,"Race",2,52,09-JUL-00,25-AUG-00,27-AUG-00,89097,29387,89097,"TIG Welded",2,"Everett Garrett","Block",2,89097,52.7,40.7,72.5,75,3451.65,3450,145.76,"MO",80,764,2343
13665,12044,"Race",2,58,18-NOV-00,12-DEC-00,18-DEC-00,29387,87295,29387,"Welded",2,"Carmen Gibson","Flash",3014,34192,57,41.2,73.7,73,2922.69,2920,211.7,"CA",80,207.2,2343
13666,12045,"Road",10,60,30-AUG-00,12-OCT-00,15-OCT-00,89097,15293,89097,"TIG Welded",2,"Amy Hunt","English",2,89097,57,41.5,73.5,73.5,2360.34,2360,141.6,"TN",80,320.25,1638
13667,12046,"Race",6,56,01-OCT-00,07-NOV-00,09-NOV-00,15293,87295,29387,"Bonded",2,"Charles Grissom","Flash",2,46583,56,41,73.7,73.5,2420.35,2420,157.3,"WA",80,383.42,1638
13668,12047,"Race",13,62,23-FEB-00,08-MAY-00,10-MAY-00,89097,29387,29387,"Bonded",2,"Carly Moseley","Script",2,87295,59,41.2,74,72.5,4146.86,4140,186.3,"OK",80,436.8,3402
13669,12048,"Race",14,60,18-FEB-00,03-MAY-00,11-MAY-00,89097,76432,93736,"Bonded",2,"Lori Sharp","English",2,15293,58,41.2,74,73,2440.93,2440,176.9,"CA",80,405.08,1638
13670,12049,"Race",8,56,20-MAY-00,18-JUL-00,25-JUL-00,87295,89097,87295,"Welded",2,"Beverly Herndon","English",2,15293,56,41,73.7,73.5,2917.56,2910,122.95,"MO",80,201.8,2343
13671,12050,"Road",6,62,01-NOV-00,30-NOV-00,08-DEC-00,29387,15293,89097,"TIG Welded",2,"Thad Huffman","Flash",1,29387,58.5,41.5,74,73.5,2296.23,2290,103.05,"OK",80,252.77,1638
13673,12052,"Race",12,62,20-SEP-00,30-OCT-00,04-NOV-00,87295,37453,15293,"TIG Welded",2,"Kirby Piper","Block",2,15293,59,41.2,74,72.5,2844.52,2840,142,"IN",80,829.92,1638
13674,12053,"Race",8,54,26-FEB-00,09-MAY-00,12-MAY-00,15293,29387,89097,"Bonded",2,"Emanuel Ray","Flash",2,87295,54.5,41,73,74,2316.78,2310,144.38,"TX",80,392.4,1520
13675,12054,"Race",11,58,17-OCT-00,22-NOV-00,29-NOV-00,29387,87295,15293,"TIG Welded",2,"Dallas Mason","Roman",1905,87295,57,41.2,73.7,73,2371.04,2370,0,"PA",80,331.52,1638
